ManufacturerName,CountryName,Date,TotalVaccinations
Moderna,Czechia,2022-01-09,1409141
Oxford/AstraZeneca,Czechia,2022-01-09,887593
Pfizer/BioNTech,Czechia,2022-01-09,13333481
Johnson&Johnson,Czechia,2022-01-10,408309
Moderna,Czechia,2022-01-10,1419145
Oxford/AstraZeneca,Czechia,2022-01-10,887597
Pfizer/BioNTech,Czechia,2022-01-10,13402780
Johnson&Johnson,Czechia,2022-01-11,408562
Moderna,Czechia,2022-01-11,1430807
Oxford/AstraZeneca,Czechia,2022-01-11,887606
Pfizer/BioNTech,Czechia,2022-01-11,13478852
Johnson&Johnson,Czechia,2022-01-12,408769
Moderna,Czechia,2022-01-12,1443191
Oxford/AstraZeneca,Czechia,2022-01-12,887621
Pfizer/BioNTech,Czechia,2022-01-12,13553437
Johnson&Johnson,Czechia,2022-01-13,409023
Moderna,Czechia,2022-01-13,1456100
Oxford/AstraZeneca,Czechia,2022-01-13,887632
Pfizer/BioNTech,Czechia,2022-01-13,13625647
Johnson&Johnson,Czechia,2022-01-14,409298
Moderna,Czechia,2022-01-14,1469044
Oxford/AstraZeneca,Czechia,2022-01-14,887646
Pfizer/BioNTech,Czechia,2022-01-14,13705169
Sinopharm/Beijing,Czechia,2022-01-14,77
Sputnik V,Czechia,2022-01-14,18
Johnson&Johnson,Czechia,2022-01-15,409402
Moderna,Czechia,2022-01-15,1471395
Oxford/AstraZeneca,Czechia,2022-01-15,887652
Pfizer/BioNTech,Czechia,2022-01-15,13727230
Sputnik V,Czechia,2022-01-15,19
Johnson&Johnson,Czechia,2022-01-16,409461
Moderna,Czechia,2022-01-16,1472605
Oxford/AstraZeneca,Czechia,2022-01-16,887656
Pfizer/BioNTech,Czechia,2022-01-16,13738819
Johnson&Johnson,Czechia,2022-01-17,409627
Moderna,Czechia,2022-01-17,1479487
Oxford/AstraZeneca,Czechia,2022-01-17,887662
Pfizer/BioNTech,Czechia,2022-01-17,13785736
Johnson&Johnson,Czechia,2022-01-18,409794
Moderna,Czechia,2022-01-18,1487625
Oxford/AstraZeneca,Czechia,2022-01-18,887667
Pfizer/BioNTech,Czechia,2022-01-18,13835184
Johnson&Johnson,Czechia,2022-01-19,409965
Moderna,Czechia,2022-01-19,1494489
Oxford/AstraZeneca,Czechia,2022-01-19,887691
Pfizer/BioNTech,Czechia,2022-01-19,13880669
Sinovac,Czechia,2022-01-19,361
Johnson&Johnson,Czechia,2022-01-20,410118
Moderna,Czechia,2022-01-20,1502152
Oxford/AstraZeneca,Czechia,2022-01-20,887703
Pfizer/BioNTech,Czechia,2022-01-20,13927677
Johnson&Johnson,Czechia,2022-01-21,410310
Moderna,Czechia,2022-01-21,1509749
Oxford/AstraZeneca,Czechia,2022-01-21,887709
Pfizer/BioNTech,Czechia,2022-01-21,13981762
Sinovac,Czechia,2022-01-21,362
Johnson&Johnson,Czechia,2022-01-22,410373
Moderna,Czechia,2022-01-22,1510663
Pfizer/BioNTech,Czechia,2022-01-22,13991751
Sinopharm/Beijing,Czechia,2022-01-22,79
Johnson&Johnson,Czechia,2022-01-23,410408
Moderna,Czechia,2022-01-23,1511338
Pfizer/BioNTech,Czechia,2022-01-23,13997580
Sputnik V,Czechia,2022-01-23,20
Johnson&Johnson,Czechia,2022-01-24,410536
Moderna,Czechia,2022-01-24,1515465
Oxford/AstraZeneca,Czechia,2022-01-24,887713
Pfizer/BioNTech,Czechia,2022-01-24,14031430
Johnson&Johnson,Czechia,2022-01-25,410683
Moderna,Czechia,2022-01-25,1520044
Oxford/AstraZeneca,Czechia,2022-01-25,887721
Pfizer/BioNTech,Czechia,2022-01-25,14064043
Johnson&Johnson,Czechia,2022-01-26,410771
Moderna,Czechia,2022-01-26,1524621
Oxford/AstraZeneca,Czechia,2022-01-26,887724
Pfizer/BioNTech,Czechia,2022-01-26,14098978
Johnson&Johnson,Czechia,2022-01-27,410874
Moderna,Czechia,2022-01-27,1529805
Oxford/AstraZeneca,Czechia,2022-01-27,887729
Pfizer/BioNTech,Czechia,2022-01-27,14133555
Johnson&Johnson,Czechia,2022-01-28,411013
Moderna,Czechia,2022-01-28,1535270
Oxford/AstraZeneca,Czechia,2022-01-28,887738
Pfizer/BioNTech,Czechia,2022-01-28,14184473
Johnson&Johnson,Czechia,2022-01-29,411051
Moderna,Czechia,2022-01-29,1536161
Oxford/AstraZeneca,Czechia,2022-01-29,887739
Pfizer/BioNTech,Czechia,2022-01-29,14195613
Sinopharm/Beijing,Czechia,2022-01-29,80
Johnson&Johnson,Czechia,2022-01-30,411083
Moderna,Czechia,2022-01-30,1536537
Pfizer/BioNTech,Czechia,2022-01-30,14200035
Johnson&Johnson,Czechia,2022-01-31,411181
Moderna,Czechia,2022-01-31,1539449
Pfizer/BioNTech,Czechia,2022-01-31,14227279
Johnson&Johnson,Czechia,2022-02-01,411261
Moderna,Czechia,2022-02-01,1542712
Pfizer/BioNTech,Czechia,2022-02-01,14250035
Johnson&Johnson,Czechia,2022-02-02,411334
Moderna,Czechia,2022-02-02,1545707
Oxford/AstraZeneca,Czechia,2022-02-02,887740
Pfizer/BioNTech,Czechia,2022-02-02,14273251
Johnson&Johnson,Czechia,2022-02-03,411418
Moderna,Czechia,2022-02-03,1548927
Pfizer/BioNTech,Czechia,2022-02-03,14296422
Johnson&Johnson,Czechia,2022-02-04,411501
Moderna,Czechia,2022-02-04,1552430
Oxford/AstraZeneca,Czechia,2022-02-04,887741
Pfizer/BioNTech,Czechia,2022-02-04,14329285
Johnson&Johnson,Czechia,2022-02-05,411517
Moderna,Czechia,2022-02-05,1552815
Pfizer/BioNTech,Czechia,2022-02-05,14334570
Johnson&Johnson,Czechia,2022-02-06,411523
Moderna,Czechia,2022-02-06,1553048
Pfizer/BioNTech,Czechia,2022-02-06,14336631
Johnson&Johnson,Czechia,2022-02-07,411574
Moderna,Czechia,2022-02-07,1554629
Oxford/AstraZeneca,Czechia,2022-02-07,887742
Pfizer/BioNTech,Czechia,2022-02-07,14351483
Johnson&Johnson,Czechia,2022-02-08,411623
Moderna,Czechia,2022-02-08,1556434
Pfizer/BioNTech,Czechia,2022-02-08,14365708
Sputnik V,Czechia,2022-02-08,21
Johnson&Johnson,Czechia,2022-02-09,411704
Moderna,Czechia,2022-02-09,1558152
Oxford/AstraZeneca,Czechia,2022-02-09,887743
Pfizer/BioNTech,Czechia,2022-02-09,14380035
Johnson&Johnson,Czechia,2022-02-10,411730
Moderna,Czechia,2022-02-10,1560188
Pfizer/BioNTech,Czechia,2022-02-10,14394069
Johnson&Johnson,Czechia,2022-02-11,411784
Moderna,Czechia,2022-02-11,1562569
Pfizer/BioNTech,Czechia,2022-02-11,14415429
Johnson&Johnson,Czechia,2022-02-12,411796
Moderna,Czechia,2022-02-12,1562805
Pfizer/BioNTech,Czechia,2022-02-12,14418076
Johnson&Johnson,Czechia,2022-02-13,411802
Moderna,Czechia,2022-02-13,1562895
Pfizer/BioNTech,Czechia,2022-02-13,14419887
Johnson&Johnson,Czechia,2022-02-14,411833
Moderna,Czechia,2022-02-14,1563996
Novavax,Czechia,2022-02-14,58
Pfizer/BioNTech,Czechia,2022-02-14,14429407
Johnson&Johnson,Czechia,2022-02-15,411888
Moderna,Czechia,2022-02-15,1565309
Oxford/AstraZeneca,Czechia,2022-02-15,887744
Pfizer/BioNTech,Czechia,2022-02-15,14438147
Johnson&Johnson,Czechia,2022-02-16,411913
Moderna,Czechia,2022-02-16,1566622
Pfizer/BioNTech,Czechia,2022-02-16,14447487
Johnson&Johnson,Czechia,2022-02-17,411944
Moderna,Czechia,2022-02-17,1568019
Oxford/AstraZeneca,Czechia,2022-02-17,887745
Pfizer/BioNTech,Czechia,2022-02-17,14457362
Johnson&Johnson,Czechia,2022-02-18,411965
Moderna,Czechia,2022-02-18,1569770
Oxford/AstraZeneca,Czechia,2022-02-18,887746
Pfizer/BioNTech,Czechia,2022-02-18,14473094
Johnson&Johnson,Czechia,2022-02-19,411971
Moderna,Czechia,2022-02-19,1569894
Pfizer/BioNTech,Czechia,2022-02-19,14475281
Johnson&Johnson,Czechia,2022-02-20,411975
Moderna,Czechia,2022-02-20,1569921
Oxford/AstraZeneca,Czechia,2022-02-20,887747
Pfizer/BioNTech,Czechia,2022-02-20,14476181
Johnson&Johnson,Czechia,2022-02-21,412025
Moderna,Czechia,2022-02-21,1570768
Oxford/AstraZeneca,Czechia,2022-02-21,887748
Pfizer/BioNTech,Czechia,2022-02-21,14483220
Johnson&Johnson,Czechia,2022-02-22,412048
Moderna,Czechia,2022-02-22,1571641
Oxford/AstraZeneca,Czechia,2022-02-22,887751
Pfizer/BioNTech,Czechia,2022-02-22,14490017
Sinopharm/Beijing,Czechia,2022-02-22,82
Sinovac,Czechia,2022-02-22,363
Johnson&Johnson,Czechia,2022-02-23,412091
Moderna,Czechia,2022-02-23,1572547
Pfizer/BioNTech,Czechia,2022-02-23,14496924
Sinovac,Czechia,2022-02-23,364
Johnson&Johnson,Czechia,2022-02-24,412116
Moderna,Czechia,2022-02-24,1573680
Pfizer/BioNTech,Czechia,2022-02-24,14503905
Sputnik V,Czechia,2022-02-24,22
Johnson&Johnson,Czechia,2022-02-25,412155
Moderna,Czechia,2022-02-25,1574872
Pfizer/BioNTech,Czechia,2022-02-25,14516499
Sinovac,Czechia,2022-02-25,365
Johnson&Johnson,Czechia,2022-02-26,412160
Moderna,Czechia,2022-02-26,1574987
Pfizer/BioNTech,Czechia,2022-02-26,14518244
Johnson&Johnson,Czechia,2022-02-27,412164
Moderna,Czechia,2022-02-27,1575002
Pfizer/BioNTech,Czechia,2022-02-27,14518948
Johnson&Johnson,Czechia,2022-02-28,412193
Moderna,Czechia,2022-02-28,1575708
Pfizer/BioNTech,Czechia,2022-02-28,14524150
Johnson&Johnson,Czechia,2022-03-01,412218
Moderna,Czechia,2022-03-01,1576369
Pfizer/BioNTech,Czechia,2022-03-01,14527513
Johnson&Johnson,Czechia,2022-03-02,412237
Moderna,Czechia,2022-03-02,1576992
Novavax,Czechia,2022-03-02,64
Pfizer/BioNTech,Czechia,2022-03-02,14531936
Johnson&Johnson,Czechia,2022-03-03,412250
Moderna,Czechia,2022-03-03,1577541
Novavax,Czechia,2022-03-03,134
Pfizer/BioNTech,Czechia,2022-03-03,14536289
Johnson&Johnson,Czechia,2022-03-04,412285
Moderna,Czechia,2022-03-04,1578524
Novavax,Czechia,2022-03-04,329
Pfizer/BioNTech,Czechia,2022-03-04,14544144
Johnson&Johnson,Czechia,2022-03-05,412287
Moderna,Czechia,2022-03-05,1578578
Novavax,Czechia,2022-03-05,357
Pfizer/BioNTech,Czechia,2022-03-05,14544853
Moderna,Czechia,2022-03-06,1578591
Novavax,Czechia,2022-03-06,358
Oxford/AstraZeneca,Czechia,2022-03-06,887756
Pfizer/BioNTech,Czechia,2022-03-06,14545065
Johnson&Johnson,Czechia,2022-03-07,412320
Moderna,Czechia,2022-03-07,1579011
Novavax,Czechia,2022-03-07,489
Pfizer/BioNTech,Czechia,2022-03-07,14548095
Johnson&Johnson,Czechia,2022-03-08,412346
Moderna,Czechia,2022-03-08,1579489
Novavax,Czechia,2022-03-08,632
Oxford/AstraZeneca,Czechia,2022-03-08,887757
Pfizer/BioNTech,Czechia,2022-03-08,14550844
Sinopharm/Beijing,Czechia,2022-03-08,83
Johnson&Johnson,Czechia,2022-03-09,412352
Moderna,Czechia,2022-03-09,1579992
Novavax,Czechia,2022-03-09,793
Pfizer/BioNTech,Czechia,2022-03-09,14554467
Johnson&Johnson,Czechia,2022-03-10,412363
Moderna,Czechia,2022-03-10,1580452
Novavax,Czechia,2022-03-10,976
Pfizer/BioNTech,Czechia,2022-03-10,14558003
Johnson&Johnson,Czechia,2022-03-11,412392
Moderna,Czechia,2022-03-11,1581194
Novavax,Czechia,2022-03-11,1314
Pfizer/BioNTech,Czechia,2022-03-11,14564882
Sinopharm/Beijing,Czechia,2022-03-11,84
Johnson&Johnson,Czechia,2022-03-12,412400
Moderna,Czechia,2022-03-12,1581291
Novavax,Czechia,2022-03-12,1335
Pfizer/BioNTech,Czechia,2022-03-12,14565824
Johnson&Johnson,Czechia,2022-03-13,412401
Moderna,Czechia,2022-03-13,1581316
Novavax,Czechia,2022-03-13,1340
Pfizer/BioNTech,Czechia,2022-03-13,14566016
Johnson&Johnson,Czechia,2022-03-14,412420
Moderna,Czechia,2022-03-14,1581777
Novavax,Czechia,2022-03-14,1435
Pfizer/BioNTech,Czechia,2022-03-14,14568843
Johnson&Johnson,Czechia,2022-03-15,412432
Moderna,Czechia,2022-03-15,1582256
Novavax,Czechia,2022-03-15,1542
Pfizer/BioNTech,Czechia,2022-03-15,14571588
Johnson&Johnson,Czechia,2022-03-16,412449
Moderna,Czechia,2022-03-16,1582695
Novavax,Czechia,2022-03-16,1617
Oxford/AstraZeneca,Czechia,2022-03-16,887758
Pfizer/BioNTech,Czechia,2022-03-16,14574834
Johnson&Johnson,Czechia,2022-03-17,412464
Moderna,Czechia,2022-03-17,1583170
Novavax,Czechia,2022-03-17,1722
Oxford/AstraZeneca,Czechia,2022-03-17,887759
Pfizer/BioNTech,Czechia,2022-03-17,14578060
Johnson&Johnson,Czechia,2022-03-18,412489
Moderna,Czechia,2022-03-18,1583869
Novavax,Czechia,2022-03-18,2038
Pfizer/BioNTech,Czechia,2022-03-18,14585235
Moderna,Czechia,2022-03-19,1583912
Novavax,Czechia,2022-03-19,2054
Pfizer/BioNTech,Czechia,2022-03-19,14585725
Moderna,Czechia,2022-03-20,1583943
Novavax,Czechia,2022-03-20,2057
Pfizer/BioNTech,Czechia,2022-03-20,14585900
Johnson&Johnson,Czechia,2022-03-21,412500
Moderna,Czechia,2022-03-21,1584310
Novavax,Czechia,2022-03-21,2104
Pfizer/BioNTech,Czechia,2022-03-21,14588454
Johnson&Johnson,Czechia,2022-03-22,412516
Moderna,Czechia,2022-03-22,1584660
Novavax,Czechia,2022-03-22,2187
Pfizer/BioNTech,Czechia,2022-03-22,14590899
Johnson&Johnson,Czechia,2022-03-23,412544
Moderna,Czechia,2022-03-23,1585041
Novavax,Czechia,2022-03-23,2279
Pfizer/BioNTech,Czechia,2022-03-23,14593987
Johnson&Johnson,Czechia,2022-03-24,412549
Moderna,Czechia,2022-03-24,1585513
Novavax,Czechia,2022-03-24,2431
Pfizer/BioNTech,Czechia,2022-03-24,14597300
Johnson&Johnson,Czechia,2022-03-25,412586
Moderna,Czechia,2022-03-25,1586302
Novavax,Czechia,2022-03-25,2752
Pfizer/BioNTech,Czechia,2022-03-25,14604024
Johnson&Johnson,Czechia,2022-03-26,412588
Moderna,Czechia,2022-03-26,1586348
Novavax,Czechia,2022-03-26,2791
Pfizer/BioNTech,Czechia,2022-03-26,14604458
Moderna,Czechia,2022-03-27,1586359
Novavax,Czechia,2022-03-27,2797
Pfizer/BioNTech,Czechia,2022-03-27,14604591
Johnson&Johnson,Czechia,2022-03-28,412607
Moderna,Czechia,2022-03-28,1586692
Novavax,Czechia,2022-03-28,2962
Pfizer/BioNTech,Czechia,2022-03-28,14606935
Johnson&Johnson,Czechia,2022-03-29,412630
Moderna,Czechia,2022-03-29,1587054
Novavax,Czechia,2022-03-29,3138
Pfizer/BioNTech,Czechia,2022-03-29,14609334
Johnson&Johnson,Czechia,2022-03-30,412646
Moderna,Czechia,2022-03-30,1587462
Novavax,Czechia,2022-03-30,3329
Pfizer/BioNTech,Czechia,2022-03-30,14612339
Johnson&Johnson,Czechia,2022-03-31,412661
Moderna,Czechia,2022-03-31,1587906
Novavax,Czechia,2022-03-31,3563
Pfizer/BioNTech,Czechia,2022-03-31,14615736
Johnson&Johnson,Czechia,2022-04-01,412678
Moderna,Czechia,2022-04-01,1588572
Novavax,Czechia,2022-04-01,3983
Pfizer/BioNTech,Czechia,2022-04-01,14621901
Moderna,Czechia,2022-04-02,1588616
Novavax,Czechia,2022-04-02,4014
Pfizer/BioNTech,Czechia,2022-04-02,14622782
Moderna,Czechia,2022-04-03,1588640
Novavax,Czechia,2022-04-03,4017
Pfizer/BioNTech,Czechia,2022-04-03,14622967
Johnson&Johnson,Czechia,2022-04-04,412699
Moderna,Czechia,2022-04-04,1588904
Novavax,Czechia,2022-04-04,4144
Pfizer/BioNTech,Czechia,2022-04-04,14624852
Johnson&Johnson,Czechia,2022-04-05,412716
Moderna,Czechia,2022-04-05,1589192
Novavax,Czechia,2022-04-05,4278
Pfizer/BioNTech,Czechia,2022-04-05,14626439
Johnson&Johnson,Czechia,2022-04-06,412724
Moderna,Czechia,2022-04-06,1589532
Novavax,Czechia,2022-04-06,4358
Pfizer/BioNTech,Czechia,2022-04-06,14629317
Johnson&Johnson,Czechia,2022-04-07,412730
Moderna,Czechia,2022-04-07,1589884
Novavax,Czechia,2022-04-07,4521
Pfizer/BioNTech,Czechia,2022-04-07,14632278
Johnson&Johnson,Czechia,2022-04-08,412756
Moderna,Czechia,2022-04-08,1590434
Novavax,Czechia,2022-04-08,4918
Pfizer/BioNTech,Czechia,2022-04-08,14638508
Johnson&Johnson,Czechia,2022-04-09,412757
Moderna,Czechia,2022-04-09,1590482
Novavax,Czechia,2022-04-09,4943
Pfizer/BioNTech,Czechia,2022-04-09,14639091
Moderna,Czechia,2022-04-10,1590497
Novavax,Czechia,2022-04-10,4948
Pfizer/BioNTech,Czechia,2022-04-10,14639217
Johnson&Johnson,Czechia,2022-04-11,412770
Moderna,Czechia,2022-04-11,1590742
Novavax,Czechia,2022-04-11,5029
Pfizer/BioNTech,Czechia,2022-04-11,14641118
Johnson&Johnson,Czechia,2022-04-12,412792
Moderna,Czechia,2022-04-12,1591036
Novavax,Czechia,2022-04-12,5158
Pfizer/BioNTech,Czechia,2022-04-12,14643120
Sinopharm/Beijing,Czechia,2022-04-12,85
Johnson&Johnson,Czechia,2022-04-13,412801
Moderna,Czechia,2022-04-13,1591432
Novavax,Czechia,2022-04-13,5258
Pfizer/BioNTech,Czechia,2022-04-13,14646336
Johnson&Johnson,Czechia,2022-04-14,412808
Moderna,Czechia,2022-04-14,1591797
Novavax,Czechia,2022-04-14,5449
Pfizer/BioNTech,Czechia,2022-04-14,14650153
Moderna,Czechia,2022-04-15,1591832
Novavax,Czechia,2022-04-15,5461
Pfizer/BioNTech,Czechia,2022-04-15,14650300
Johnson&Johnson,Czechia,2022-04-16,412809
Moderna,Czechia,2022-04-16,1591856
Novavax,Czechia,2022-04-16,5487
Pfizer/BioNTech,Czechia,2022-04-16,14650520
Moderna,Czechia,2022-04-17,1591872
Novavax,Czechia,2022-04-17,5489
Pfizer/BioNTech,Czechia,2022-04-17,14650555
Johnson&Johnson,Czechia,2022-04-18,412810
Moderna,Czechia,2022-04-18,1591887
Novavax,Czechia,2022-04-18,5500
Oxford/AstraZeneca,Czechia,2022-04-18,887760
Pfizer/BioNTech,Czechia,2022-04-18,14650574
Johnson&Johnson,Czechia,2022-04-19,412815
Moderna,Czechia,2022-04-19,1592145
Novavax,Czechia,2022-04-19,5630
Oxford/AstraZeneca,Czechia,2022-04-19,887761
Pfizer/BioNTech,Czechia,2022-04-19,14652444
Johnson&Johnson,Czechia,2022-04-20,412837
Moderna,Czechia,2022-04-20,1592414
Novavax,Czechia,2022-04-20,5718
Oxford/AstraZeneca,Czechia,2022-04-20,887762
Pfizer/BioNTech,Czechia,2022-04-20,14655174
Sinovac,Czechia,2022-04-20,366
Johnson&Johnson,Czechia,2022-04-21,412846
Moderna,Czechia,2022-04-21,1592762
Novavax,Czechia,2022-04-21,5846
Pfizer/BioNTech,Czechia,2022-04-21,14657740
Johnson&Johnson,Czechia,2022-04-22,412867
Moderna,Czechia,2022-04-22,1593258
Novavax,Czechia,2022-04-22,6145
Pfizer/BioNTech,Czechia,2022-04-22,14663801
Moderna,Czechia,2022-04-23,1593313
Novavax,Czechia,2022-04-23,6165
Pfizer/BioNTech,Czechia,2022-04-23,14664625
Moderna,Czechia,2022-04-24,1593333
Novavax,Czechia,2022-04-24,6168
Pfizer/BioNTech,Czechia,2022-04-24,14664748
Johnson&Johnson,Czechia,2022-04-25,412877
Moderna,Czechia,2022-04-25,1593574
Novavax,Czechia,2022-04-25,6242
Pfizer/BioNTech,Czechia,2022-04-25,14666628
Johnson&Johnson,Czechia,2022-04-26,412894
Moderna,Czechia,2022-04-26,1593868
Novavax,Czechia,2022-04-26,6308
Pfizer/BioNTech,Czechia,2022-04-26,14668207
Johnson&Johnson,Czechia,2022-04-27,412902
Moderna,Czechia,2022-04-27,1594112
Novavax,Czechia,2022-04-27,6366
Pfizer/BioNTech,Czechia,2022-04-27,14670945
Johnson&Johnson,Czechia,2022-04-28,412910
Moderna,Czechia,2022-04-28,1594357
Novavax,Czechia,2022-04-28,6434
Pfizer/BioNTech,Czechia,2022-04-28,14673530
Johnson&Johnson,Czechia,2022-04-29,412941
Moderna,Czechia,2022-04-29,1594838
Novavax,Czechia,2022-04-29,6650
Pfizer/BioNTech,Czechia,2022-04-29,14678584
Moderna,Czechia,2022-04-30,1594888
Novavax,Czechia,2022-04-30,6665
Pfizer/BioNTech,Czechia,2022-04-30,14679211
Moderna,Czechia,2022-05-01,1594901
Novavax,Czechia,2022-05-01,6669
Oxford/AstraZeneca,Czechia,2022-05-01,887763
Pfizer/BioNTech,Czechia,2022-05-01,14679309
Johnson&Johnson,Czechia,2022-05-02,412950
Moderna,Czechia,2022-05-02,1595114
Novavax,Czechia,2022-05-02,6721
Pfizer/BioNTech,Czechia,2022-05-02,14680640
Johnson&Johnson,Czechia,2022-05-03,412964
Moderna,Czechia,2022-05-03,1595342
Novavax,Czechia,2022-05-03,6776
Pfizer/BioNTech,Czechia,2022-05-03,14682131
Johnson&Johnson,Czechia,2022-05-04,412968
Moderna,Czechia,2022-05-04,1595568
Novavax,Czechia,2022-05-04,6827
Pfizer/BioNTech,Czechia,2022-05-04,14684458
Sputnik V,Czechia,2022-05-04,23
Johnson&Johnson,Czechia,2022-05-05,412980
Moderna,Czechia,2022-05-05,1595827
Novavax,Czechia,2022-05-05,6891
Pfizer/BioNTech,Czechia,2022-05-05,14686745
Johnson&Johnson,Czechia,2022-05-06,413008
Moderna,Czechia,2022-05-06,1596183
Novavax,Czechia,2022-05-06,7007
Pfizer/BioNTech,Czechia,2022-05-06,14691888
Moderna,Czechia,2022-05-07,1596213
Novavax,Czechia,2022-05-07,7013
Pfizer/BioNTech,Czechia,2022-05-07,14692249
Moderna,Czechia,2022-05-08,1596217
Pfizer/BioNTech,Czechia,2022-05-08,14692301
Johnson&Johnson,Czechia,2022-05-09,413014
Moderna,Czechia,2022-05-09,1596382
Novavax,Czechia,2022-05-09,7045
Pfizer/BioNTech,Czechia,2022-05-09,14693580
Johnson&Johnson,Czechia,2022-05-10,413027
Moderna,Czechia,2022-05-10,1596619
Novavax,Czechia,2022-05-10,7111
Pfizer/BioNTech,Czechia,2022-05-10,14695266
Johnson&Johnson,Czechia,2022-05-11,413036
Moderna,Czechia,2022-05-11,1596906
Novavax,Czechia,2022-05-11,7160
Oxford/AstraZeneca,Czechia,2022-05-11,887764
Pfizer/BioNTech,Czechia,2022-05-11,14697724
Johnson&Johnson,Czechia,2022-05-12,413044
Moderna,Czechia,2022-05-12,1597138
Novavax,Czechia,2022-05-12,7222
Pfizer/BioNTech,Czechia,2022-05-12,14700039
Johnson&Johnson,Czechia,2022-05-13,413076
Moderna,Czechia,2022-05-13,1597448
Novavax,Czechia,2022-05-13,7345
Pfizer/BioNTech,Czechia,2022-05-13,14704611
Johnson&Johnson,Czechia,2022-05-14,413077
Moderna,Czechia,2022-05-14,1597477
Novavax,Czechia,2022-05-14,7355
Pfizer/BioNTech,Czechia,2022-05-14,14705240
Johnson&Johnson,Czechia,2022-05-15,413078
Moderna,Czechia,2022-05-15,1597484
Novavax,Czechia,2022-05-15,7365
Pfizer/BioNTech,Czechia,2022-05-15,14705351
Johnson&Johnson,Czechia,2022-05-16,413086
Moderna,Czechia,2022-05-16,1597642
Novavax,Czechia,2022-05-16,7399
Pfizer/BioNTech,Czechia,2022-05-16,14706715
Johnson&Johnson,Czechia,2022-05-17,413103
Moderna,Czechia,2022-05-17,1597829
Novavax,Czechia,2022-05-17,7452
Pfizer/BioNTech,Czechia,2022-05-17,14708158
Johnson&Johnson,Czechia,2022-05-18,413120
Moderna,Czechia,2022-05-18,1598003
Novavax,Czechia,2022-05-18,7504
Oxford/AstraZeneca,Czechia,2022-05-18,887765
Pfizer/BioNTech,Czechia,2022-05-18,14710491
Johnson&Johnson,Czechia,2022-05-19,413127
Moderna,Czechia,2022-05-19,1598216
Novavax,Czechia,2022-05-19,7551
Pfizer/BioNTech,Czechia,2022-05-19,14712507
Johnson&Johnson,Czechia,2022-05-20,413163
Moderna,Czechia,2022-05-20,1598541
Novavax,Czechia,2022-05-20,7671
Pfizer/BioNTech,Czechia,2022-05-20,14716882
Johnson&Johnson,Czechia,2022-05-21,413164
Moderna,Czechia,2022-05-21,1598579
Novavax,Czechia,2022-05-21,7682
Pfizer/BioNTech,Czechia,2022-05-21,14717172
Johnson&Johnson,Czechia,2022-05-22,413165
Moderna,Czechia,2022-05-22,1598593
Pfizer/BioNTech,Czechia,2022-05-22,14717318
Johnson&Johnson,Czechia,2022-05-23,413173
Moderna,Czechia,2022-05-23,1598831
Novavax,Czechia,2022-05-23,7730
Pfizer/BioNTech,Czechia,2022-05-23,14718625
Johnson&Johnson,Czechia,2022-05-24,413191
Moderna,Czechia,2022-05-24,1598998
Novavax,Czechia,2022-05-24,7759
Pfizer/BioNTech,Czechia,2022-05-24,14719951
Johnson&Johnson,Czechia,2022-05-25,413194
Moderna,Czechia,2022-05-25,1599267
Novavax,Czechia,2022-05-25,7792
Oxford/AstraZeneca,Czechia,2022-05-25,887767
Pfizer/BioNTech,Czechia,2022-05-25,14722449
Johnson&Johnson,Czechia,2022-05-26,413200
Moderna,Czechia,2022-05-26,1599470
Novavax,Czechia,2022-05-26,7831
Pfizer/BioNTech,Czechia,2022-05-26,14724240
Johnson&Johnson,Czechia,2022-05-27,413223
Moderna,Czechia,2022-05-27,1599872
Novavax,Czechia,2022-05-27,7937
Pfizer/BioNTech,Czechia,2022-05-27,14728189
Moderna,Czechia,2022-05-28,1599899
Novavax,Czechia,2022-05-28,7940
Pfizer/BioNTech,Czechia,2022-05-28,14728635
Moderna,Czechia,2022-05-29,1599909
Novavax,Czechia,2022-05-29,7944
Pfizer/BioNTech,Czechia,2022-05-29,14728750
Johnson&Johnson,Czechia,2022-05-30,413229
Moderna,Czechia,2022-05-30,1600040
Novavax,Czechia,2022-05-30,7980
Oxford/AstraZeneca,Czechia,2022-05-30,887768
Pfizer/BioNTech,Czechia,2022-05-30,14729910
Johnson&Johnson,Czechia,2022-05-31,413253
Moderna,Czechia,2022-05-31,1600204
Novavax,Czechia,2022-05-31,8020
Pfizer/BioNTech,Czechia,2022-05-31,14731269
Johnson&Johnson,Czechia,2022-06-01,413259
Moderna,Czechia,2022-06-01,1600357
Novavax,Czechia,2022-06-01,8046
Pfizer/BioNTech,Czechia,2022-06-01,14732886
Moderna,Czechia,2022-06-02,1600510
Novavax,Czechia,2022-06-02,8070
Pfizer/BioNTech,Czechia,2022-06-02,14734430
Johnson&Johnson,Czechia,2022-06-03,413285
Moderna,Czechia,2022-06-03,1600688
Novavax,Czechia,2022-06-03,8142
Pfizer/BioNTech,Czechia,2022-06-03,14737779
Johnson&Johnson,Czechia,2022-06-04,413286
Moderna,Czechia,2022-06-04,1600712
Novavax,Czechia,2022-06-04,8153
Pfizer/BioNTech,Czechia,2022-06-04,14738218
